c_personid,c_index_year,c_index_year_type_code,c_index_year_source_id,c_female,c_index_addr_id,c_index_addr_type_code,c_ethnicity_code,c_household_status_code,c_birthyear,c_death_age,c_fl_earliest_year,c_fl_latest_year,c_surname_chn,c_dy,c_choronym_code,c_self_bio
3102,1032.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1032.0,54.0,,,程,15.0,36.0,1.0
3103,1006.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1006.0,85.0,,,程,15.0,36.0,1.0
3104,1039.0,11.0,122.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,83.0,0.0
3105,1033.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1033.0,75.0,,,程,15.0,36.0,1.0
3106,1039.0,11.0,122.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,83.0,0.0
3107,1027.0,1.0,,0.0,100409.0,1.0,0.0,0.0,1027.0,60.0,,,程,15.0,36.0,1.0
3108,1163.0,5.0,,0.0,100626.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,0.0,1.0
3109,1123.0,1.0,,0.0,12853.0,1.0,0.0,0.0,1123.0,73.0,,,程,15.0,83.0,1.0
3110,1101.0,1.0,,0.0,13305.0,1.0,0.0,0.0,1101.0,67.0,,,程,15.0,55.0,1.0
3111,,,,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,36.0,0.0
3112,,,,0.0,,,0.0,0.0,0.0,0.0,,,程,15.0,0.0,0.0
3113,971.0,13.0,,0.0,13305.0,1.0,0.0,0.0,0.0,0.0,,,程,15.0,55.0,0.0
3114,1015.0,24.0,15708.0,0.0,100658.0,1.0,0.0,0.0,,43.0,,,程,15.0,36.0,1.0
3115,1142.0,12.0,13437.0,0.0,12756.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,0.0
3116,1115.0,12.0,168.0,0.0,12739.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,0.0
3117,1049.0,1.0,,0.0,100072.0,1.0,0.0,0.0,1049.0,72.0,,,詹,15.0,0.0,1.0
3118,1162.0,12.0,7146.0,0.0,12739.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,0.0
3119,1098.0,5.0,,0.0,12756.0,1.0,0.0,0.0,0.0,0.0,,,詹,15.0,0.0,0.0
3121,920.0,23.0,,0.0,,,0.0,0.0,0.0,0.0,,,張,7.0,4.0,0.0
3123,1048.0,27.0,250.0,0.0,18614.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
3124,994.0,19.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3125,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3126,950.0,5.0,,0.0,14755.0,1.0,0.0,0.0,0.0,0.0,,,張,13.0,4.0,0.0
3127,945.0,13.0,,0.0,11486.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3128,1112.0,11.0,3168.0,0.0,100673.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
3129,690.0,1.0,,0.0,14494.0,1.0,0.0,0.0,690.0,66.0,,,張,6.0,72.0,0.0
3130,678.0,1.0,,0.0,16411.0,1.0,0.0,0.0,678.0,63.0,718.0,737.0,張,6.0,72.0,0.0
3131,1152.0,27.0,8019.0,0.0,12881.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
3132,1174.0,1.0,,0.0,100549.0,1.0,0.0,0.0,1174.0,57.0,,,張,15.0,72.0,1.0
3133,1129.0,1.0,,0.0,12780.0,1.0,0.0,0.0,1129.0,71.0,,,張,15.0,0.0,1.0
3134,1071.0,14.0,23571.0,0.0,12690.0,1.0,0.0,0.0,,69.0,,,張,15.0,0.0,1.0
3135,964.0,29.0,,0.0,11800.0,1.0,0.0,0.0,0.0,,,,張,15.0,0.0,0.0
3136,1134.0,29.0,,0.0,100549.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,72.0,1.0
3137,1139.0,5.0,,0.0,12756.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3139,922.0,13.0,,0.0,11979.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
3140,1148.0,5.0,,0.0,12706.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3141,1023.0,12.0,8009.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,1.0
3142,1134.0,11.0,3162.0,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3143,1133.0,5.0,,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3144,1132.0,1.0,,0.0,100539.0,1.0,0.0,0.0,1132.0,39.0,,,張,15.0,0.0,1.0
3145,1126.0,11.0,7163.0,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
3146,,,,0.0,11214.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
3147,,,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,1.0
3148,1016.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3149,1061.0,5.0,,0.0,101085.0,1.0,0.0,0.0,0.0,54.0,,,張,15.0,0.0,0.0
3150,992.0,12.0,245.0,0.0,13921.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
3151,986.0,11.0,3180.0,0.0,11192.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3152,1075.0,27.0,7161.0,0.0,100033.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3153,1024.0,1.0,,1.0,11381.0,1.0,0.0,0.0,1024.0,31.0,,,張,15.0,21.0,0.0
3154,762.0,1.0,,0.0,14494.0,1.0,0.0,0.0,762.0,50.0,,,張,6.0,6.0,0.0
3155,764.0,19.0,,0.0,14494.0,1.0,0.0,0.0,0.0,0.0,,,張,6.0,6.0,0.0
3156,764.0,19.0,,0.0,14494.0,1.0,0.0,0.0,0.0,0.0,,,張,6.0,6.0,0.0
3157,1094.0,28.0,27343.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
3158,,,,0.0,,,0.0,0.0,0.0,0.0,,,張,6.0,0.0,0.0
3159,977.0,11.0,198.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3160,,,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3161,974.0,1.0,,0.0,11143.0,1.0,0.0,0.0,974.0,64.0,,,張,15.0,0.0,1.0
3162,1104.0,1.0,,0.0,100584.0,1.0,0.0,0.0,1104.0,87.0,,,張,15.0,0.0,1.0
3163,,,,0.0,100158.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
3165,896.0,14.0,,0.0,14915.0,1.0,0.0,0.0,0.0,0.0,,,張,7.0,6.0,0.0
3166,1131.0,1.0,,0.0,12672.0,1.0,0.0,0.0,1131.0,0.0,,,張,15.0,0.0,1.0
3167,973.0,11.0,183.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,1.0
3168,1082.0,1.0,,0.0,100673.0,1.0,0.0,0.0,1082.0,51.0,,,張,15.0,0.0,1.0
3169,1103.0,20.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3170,,,,0.0,12690.0,1.0,0.0,0.0,,51.0,,,張,15.0,0.0,1.0
3171,,,,0.0,100425.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,4.0,0.0
3172,1103.0,20.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3173,985.0,1.0,,0.0,11214.0,1.0,0.0,0.0,985.0,83.0,,,張,15.0,4.0,1.0
3174,1048.0,13.0,,0.0,12723.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,1.0
3175,1091.0,12.0,11891.0,0.0,12038.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3176,984.0,23.0,,0.0,,,0.0,0.0,0.0,0.0,,,張,15.0,0.0,0.0
3177,898.0,14.0,,0.0,14937.0,1.0,0.0,0.0,0.0,0.0,,,張,7.0,4.0,0.0
3178,1046.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3179,1046.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,張,15.0,6.0,0.0
3180,956.0,1.0,,0.0,11192.0,1.0,0.0,0.0,956.0,56.0,,,張,15.0,6.0,1.0
3181,856.0,14.0,,0.0,16028.0,1.0,0.0,0.0,0.0,0.0,,,章,12.0,27.0,0.0
3182,,,,0.0,16028.0,1.0,0.0,0.0,0.0,0.0,,,章,7.0,27.0,0.0
3183,1116.0,1.0,,0.0,12789.0,1.0,0.0,0.0,1116.0,40.0,,,章,15.0,27.0,1.0
3184,1000.0,12.0,342.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,章,15.0,27.0,1.0
3185,940.0,14.0,,0.0,16028.0,1.0,0.0,0.0,0.0,0.0,,,章,10.0,27.0,0.0
3186,1027.0,5.0,,0.0,12757.0,1.0,0.0,0.0,0.0,0.0,1057.0,1068.0,章,15.0,0.0,1.0
3187,1160.0,1.0,336.0,0.0,12789.0,1.0,0.0,0.0,1160.0,0.0,,,章,15.0,27.0,1.0
3188,1122.0,27.0,7159.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,章,15.0,27.0,0.0
3189,1054.0,1.0,,0.0,13892.0,1.0,0.0,0.0,1054.0,66.0,,,章,15.0,27.0,1.0
3190,1065.0,12.0,345.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,章,15.0,27.0,1.0
3191,1004.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,1034.0,1061.0,章,15.0,27.0,1.0
3192,1052.0,5.0,3186.0,0.0,12757.0,1.0,0.0,0.0,0.0,0.0,,1086.0,章,15.0,0.0,1.0
3194,963.0,12.0,387.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,1.0
3195,989.0,24.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,0.0
3196,1027.0,11.0,24378.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,0.0
3197,1057.0,12.0,402.0,0.0,12800.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,83.0,1.0
3198,897.0,13.0,,0.0,14755.0,1.0,0.0,0.0,0.0,0.0,,,趙,7.0,0.0,0.0
3199,1166.0,5.0,,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,19.0,1.0
3200,1136.0,5.0,,0.0,100632.0,1.0,0.0,0.0,,,,,趙,15.0,0.0,1.0
3201,,,,0.0,100203.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,43.0,0.0
3202,989.0,13.0,,0.0,12096.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,1.0
3204,978.0,13.0,,0.0,100033.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,0.0
3206,1048.0,1.0,,0.0,100658.0,1.0,0.0,0.0,1048.0,45.0,,,趙,15.0,0.0,1.0
3207,1001.0,14.0,,0.0,11149.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,43.0,1.0
3208,,,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,0.0
3209,1041.0,1.0,,0.0,100658.0,1.0,0.0,0.0,1041.0,47.0,,,趙,15.0,0.0,1.0
3210,996.0,11.0,3215.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,1.0
3211,947.0,1.0,,0.0,100658.0,1.0,0.0,0.0,947.0,38.0,,,趙,15.0,22.0,1.0
3212,1004.0,13.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,1.0
3213,1076.0,5.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,趙,15.0,0.0,1.0
3214,951.0,1.0,,0.0,100658.0,1.0,0.0,0.0,951.0,29.0,,,趙,15.0,18.0,1.0
3215,966.0,1.0,,0.0,100658.0,1.0,0.0,0.0,966.0,45.0,,,趙,15.0,18.0,1.0
3216,1151.0,1.0,,0.0,12696.0,1.0,0.0,0.0,1151.0,59.0,,,趙,15.0,0.0,1.0
3217,992.0,11.0,3219.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,賈,15.0,34.0,1.0
3218,981.0,23.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,賈,15.0,34.0,1.0
3219,962.0,1.0,,0.0,100658.0,1.0,0.0,0.0,962.0,47.0,,,賈,15.0,34.0,1.0
3220,0.0,1.0,,0.0,14693.0,1.0,0.0,0.0,0.0,0.0,,,賈,2.0,34.0,0.0
3221,994.0,24.0,,0.0,15767.0,1.0,0.0,0.0,0.0,0.0,,,朱,11.0,0.0,0.0
3223,939.0,13.0,,0.0,13890.0,1.0,0.0,0.0,0.0,0.0,,,江,15.0,61.0,0.0
3224,1111.0,11.0,4158.0,0.0,12809.0,1.0,0.0,0.0,0.0,0.0,,,江,15.0,61.0,0.0
3225,1086.0,1.0,,0.0,12809.0,1.0,0.0,0.0,1086.0,63.0,,,江,15.0,0.0,1.0
3226,,,,0.0,12793.0,1.0,0.0,0.0,0.0,0.0,,,姜,15.0,43.0,0.0
3227,1109.0,1.0,,0.0,11027.0,1.0,0.0,0.0,1109.0,77.0,,,姜,15.0,0.0,1.0
3228,1139.0,11.0,3227.0,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,姜,15.0,21.0,0.0
3229,1051.0,28.0,16098.0,0.0,12793.0,1.0,0.0,0.0,0.0,0.0,,,姜,15.0,43.0,0.0
3230,1076.0,5.0,,0.0,12770.0,1.0,0.0,0.0,0.0,0.0,,,蔣,15.0,13.0,1.0
3231,1093.0,11.0,10452.0,0.0,12726.0,1.0,0.0,0.0,0.0,0.0,,,蔣,15.0,13.0,0.0
3232,1133.0,29.0,,0.0,12821.0,1.0,0.0,0.0,,,,,蔣,15.0,13.0,1.0
3233,1043.0,5.0,,0.0,12726.0,1.0,0.0,0.0,0.0,0.0,,,蔣,15.0,13.0,1.0
3234,1061.0,11.0,461.0,0.0,12726.0,1.0,0.0,0.0,0.0,0.0,,,蔣,15.0,13.0,0.0
3235,,,,0.0,15289.0,1.0,0.0,0.0,0.0,0.0,,,周,7.0,0.0,0.0
3236,1032.0,24.0,,0.0,12718.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,0.0,0.0
3237,910.0,23.0,,0.0,,,0.0,0.0,0.0,0.0,,,周,7.0,10.0,0.0
3238,1012.0,5.0,,0.0,11574.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,0.0,1.0
3239,1042.0,12.0,3238.0,0.0,11574.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,0.0,1.0
3240,1054.0,1.0,,0.0,11725.0,1.0,0.0,0.0,1054.0,59.0,,,周,15.0,0.0,1.0
3241,940.0,13.0,,0.0,100416.0,1.0,0.0,0.0,0.0,0.0,976.0,,周,15.0,0.0,1.0
3242,,,,0.0,13870.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,0.0,1.0
3243,991.0,1.0,,0.0,11725.0,1.0,0.0,0.0,991.0,81.0,,,周,15.0,0.0,1.0
3244,1061.0,5.0,,0.0,12782.0,1.0,0.0,0.0,,,1091.0,,周,15.0,0.0,1.0
3245,1161.0,1.0,,0.0,12696.0,2.0,0.0,0.0,1161.0,69.0,,,周,15.0,0.0,1.0
3246,1128.0,11.0,612.0,0.0,100179.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,0.0,0.0
3247,1111.0,11.0,11561.0,0.0,12819.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,10.0,0.0
3248,1066.0,29.0,,0.0,100494.0,1.0,0.0,0.0,0.0,0.0,,,周,15.0,0.0,1.0
3250,1000.0,11.0,480.0,0.0,100416.0,1.0,0.0,0.0,,42.0,,,周,15.0,0.0,1.0
3251,1140.0,1.0,,0.0,12819.0,1.0,0.0,0.0,1140.0,47.0,,,周,15.0,10.0,1.0
3252,,,,0.0,16017.0,1.0,0.0,0.0,0.0,0.0,,,朱,7.0,7.0,0.0
3253,1082.0,23.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,21.0,0.0
3254,1103.0,12.0,22705.0,0.0,12811.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,0.0,0.0
3255,979.0,13.0,,0.0,100149.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,0.0,0.0
3256,1043.0,5.0,,0.0,12715.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,0.0,1.0
3257,1130.0,1.0,,0.0,101125.0,1.0,0.0,0.0,1130.0,71.0,,,朱,15.0,23.0,1.0
3258,1097.0,1.0,,0.0,100584.0,1.0,0.0,0.0,1097.0,71.0,,,朱,15.0,0.0,1.0
3259,1019.0,5.0,,0.0,12715.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,0.0,1.0
3260,895.0,13.0,,0.0,15988.0,1.0,0.0,0.0,0.0,0.0,,,朱,7.0,7.0,0.0
3261,1074.0,23.0,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,21.0,1.0
3262,,,,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,21.0,0.0
3263,1153.0,1.0,,0.0,13894.0,1.0,0.0,0.0,1153.0,39.0,,,朱,15.0,23.0,1.0
3264,1031.0,1.0,,0.0,100395.0,1.0,0.0,0.0,1031.0,35.0,,,朱,15.0,7.0,1.0
3265,,,3254.0,0.0,12811.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,0.0,0.0
3266,1010.0,29.0,,0.0,100105.0,1.0,0.0,0.0,,,,,朱,15.0,17.0,1.0
3267,1044.0,13.0,,0.0,12715.0,1.0,0.0,0.0,0.0,0.0,,,朱,15.0,0.0,1.0
3268,1013.0,13.0,,0.0,12726.0,1.0,0.0,0.0,0.0,0.0,,,莊,15.0,0.0,0.0
3269,1040.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,鄭,15.0,0.0,1.0
3270,,,,0.0,,,0.0,0.0,0.0,0.0,,,鄭,6.0,0.0,0.0
3271,1067.0,1.0,,0.0,11143.0,1.0,0.0,0.0,1067.0,32.0,,,范,15.0,12.0,1.0
3272,,,,0.0,16131.0,1.0,0.0,0.0,0.0,0.0,,,范,6.0,0.0,0.0
3273,997.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,1027.0,,范,15.0,12.0,1.0
3274,950.0,1.0,,0.0,12690.0,1.0,0.0,0.0,950.0,1014.0,,,范,15.0,12.0,0.0
3275,1001.0,12.0,16749.0,0.0,100037.0,1.0,0.0,0.0,,34.0,,,范,15.0,12.0,1.0
3276,1087.0,12.0,565.0,0.0,12880.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,12.0,0.0
3277,,,,0.0,13292.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,0.0,0.0
3278,1010.0,13.0,,0.0,12710.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,12.0,0.0
3279,1008.0,1.0,,0.0,100599.0,1.0,0.0,0.0,1008.0,81.0,,,范,15.0,0.0,1.0
3280,960.0,1.0,,0.0,100658.0,1.0,0.0,0.0,960.0,43.0,,,范,15.0,12.0,1.0
3281,1082.0,1.0,,0.0,12788.0,1.0,0.0,0.0,1082.0,54.0,,,范,15.0,12.0,1.0
3282,1117.0,28.0,7212.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,12.0,1.0
3283,1049.0,1.0,,0.0,100599.0,1.0,0.0,0.0,1049.0,39.0,,,范,15.0,0.0,1.0
3284,1038.0,11.0,3279.0,0.0,100599.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,0.0,0.0
3285,1067.0,12.0,16796.0,0.0,11143.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,12.0,0.0
3286,1026.0,12.0,16795.0,0.0,11143.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,12.0,0.0
3287,1033.0,1.0,,0.0,101057.0,1.0,0.0,0.0,1033.0,38.0,,,范,15.0,12.0,1.0
3288,1151.0,5.0,,0.0,13292.0,1.0,0.0,0.0,0.0,0.0,1174.0,1212.0,范,15.0,0.0,1.0
3289,1039.0,27.0,593.0,0.0,100409.0,1.0,0.0,0.0,0.0,0.0,,,范,15.0,0.0,0.0
3290,860.0,14.0,,0.0,15758.0,1.0,0.0,0.0,0.0,0.0,,,范,6.0,12.0,0.0
3291,,,,0.0,16035.0,1.0,0.0,0.0,0.0,0.0,,,方,6.0,62.0,0.0
3292,910.0,14.0,,0.0,16035.0,1.0,0.0,0.0,0.0,0.0,,,方,7.0,62.0,0.0
3293,902.0,14.0,3291.0,0.0,16035.0,1.0,0.0,0.0,0.0,0.0,,,方,10.0,62.0,0.0
3294,1221.0,1.0,,0.0,12736.0,1.0,0.0,0.0,1221.0,71.0,,,方,15.0,62.0,1.0
3295,1193.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,方,15.0,62.0,0.0
3296,1035.0,12.0,11281.0,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,方,15.0,62.0,1.0
3297,970.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,1000.0,,方,15.0,62.0,1.0
3298,,,,0.0,12734.0,1.0,0.0,0.0,0.0,0.0,1120.0,,方,15.0,62.0,1.0
3299,975.0,5.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,方,15.0,62.0,0.0
3300,,,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,方,15.0,62.0,0.0
3301,1139.0,5.0,,0.0,12852.0,1.0,0.0,0.0,0.0,0.0,,,方,15.0,0.0,1.0
3302,1133.0,1.0,,0.0,100352.0,1.0,0.0,0.0,1133.0,69.0,,,方,15.0,62.0,1.0
3303,962.0,13.0,,0.0,100531.0,1.0,0.0,0.0,0.0,0.0,,,方,15.0,62.0,0.0
3305,1054.0,24.0,,0.0,13292.0,1.0,0.0,0.0,0.0,0.0,,,房,15.0,4.0,0.0
3306,972.0,1.0,,0.0,11206.0,1.0,0.0,0.0,972.0,61.0,,,傅,15.0,0.0,0.0
3307,994.0,1.0,,0.0,11206.0,1.0,0.0,0.0,994.0,66.0,,,傅,15.0,0.0,1.0
3308,942.0,13.0,,0.0,11206.0,1.0,0.0,0.0,0.0,0.0,,,傅,15.0,0.0,1.0
3309,1116.0,1.0,,0.0,100228.0,1.0,0.0,0.0,1116.0,68.0,,,傅,15.0,0.0,1.0
3310,,,8047.0,0.0,12696.0,1.0,0.0,0.0,0.0,0.0,,,富,15.0,0.0,1.0
3311,,,,0.0,18300.0,1.0,0.0,0.0,0.0,0.0,,,富,18.0,0.0,0.0
3312,981.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,富,15.0,0.0,1.0
3313,969.0,1.0,,0.0,100409.0,1.0,0.0,0.0,969.0,63.0,,,富,15.0,0.0,1.0
3314,1027.0,5.0,,0.0,13473.0,1.0,0.0,0.0,0.0,0.0,,,馮,15.0,59.0,1.0
3315,1051.0,11.0,607.0,0.0,100370.0,1.0,0.0,0.0,0.0,0.0,,,馮,15.0,59.0,0.0
3316,903.0,1.0,,0.0,15969.0,1.0,0.0,0.0,903.0,58.0,940.0,957.0,馮,10.0,0.0,0.0
3317,1126.0,1.0,,0.0,100538.0,1.0,0.0,0.0,1126.0,0.0,,,馮,15.0,59.0,1.0
3318,872.0,12.0,17717.0,0.0,15294.0,1.0,0.0,0.0,0.0,0.0,,,韓,7.0,45.0,0.0
3319,987.0,11.0,651.0,0.0,11725.0,1.0,0.0,0.0,,27.0,,,韓,15.0,45.0,1.0
3320,1059.0,1.0,644.0,0.0,11725.0,1.0,0.0,0.0,1059.0,67.0,,,韓,15.0,45.0,1.0
3321,1030.0,1.0,,0.0,11725.0,1.0,0.0,0.0,1030.0,25.0,,,韓,15.0,45.0,1.0
3322,1208.0,5.0,,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,韓,15.0,45.0,1.0
3323,1010.0,12.0,4175.0,0.0,,,0.0,0.0,0.0,0.0,,,韓,15.0,0.0,0.0
3324,927.0,13.0,3318.0,0.0,11725.0,1.0,0.0,0.0,0.0,0.0,,,韓,15.0,45.0,0.0
3325,1008.0,1.0,,0.0,11725.0,1.0,0.0,0.0,1008.0,52.0,,,韓,15.0,45.0,1.0
3326,1152.0,1.0,,0.0,12672.0,1.0,1.0,0.0,1152.0,56.0,,,韓,15.0,45.0,1.0
3327,1047.0,11.0,8051.0,0.0,11032.0,1.0,0.0,0.0,0.0,0.0,,,韓,15.0,16.0,0.0
3328,1042.0,1.0,,0.0,11032.0,1.0,0.0,0.0,1042.0,53.0,,,韓,15.0,16.0,1.0
3329,1012.0,13.0,,0.0,11032.0,1.0,0.0,0.0,0.0,0.0,,,韓,15.0,16.0,1.0
3330,1120.0,11.0,8050.0,0.0,12690.0,1.0,0.0,0.0,0.0,0.0,,,韓,15.0,0.0,1.0
3331,1129.0,29.0,,0.0,12690.0,1.0,0.0,0.0,,,,,韓,15.0,0.0,1.0
3332,768.0,1.0,,0.0,15255.0,1.0,0.0,0.0,768.0,58.0,796.0,823.0,韓,6.0,16.0,0.0
3333,,,,0.0,11486.0,1.0,0.0,0.0,0.0,0.0,,1063.0,郝,15.0,0.0,1.0
3334,1008.0,23.0,,0.0,100424.0,1.0,0.0,0.0,0.0,0.0,,,何,15.0,0.0,0.0
3335,1034.0,11.0,678.0,0.0,12675.0,1.0,0.0,0.0,0.0,0.0,,,何,15.0,0.0,0.0
3336,1035.0,5.0,,0.0,100217.0,1.0,0.0,0.0,,0.0,1065.0,1081.0,何,15.0,0.0,1.0
3337,1128.0,1.0,,0.0,100577.0,1.0,0.0,0.0,1128.0,48.0,,,何,15.0,0.0,1.0
3338,1125.0,1.0,,0.0,12787.0,1.0,0.0,0.0,1125.0,59.0,,,何,15.0,0.0,1.0
3339,1016.0,1.0,,0.0,12812.0,1.0,0.0,0.0,1016.0,67.0,,,何,15.0,0.0,0.0
3340,1088.0,5.0,,0.0,13398.0,1.0,0.0,0.0,0.0,0.0,,,何,15.0,0.0,0.0
3341,1155.0,11.0,3338.0,0.0,12787.0,1.0,0.0,0.0,0.0,0.0,,,何,15.0,0.0,0.0
3342,1088.0,5.0,,0.0,100577.0,1.0,0.0,0.0,0.0,0.0,1118.0,,何,15.0,0.0,1.0
3343,1024.0,1.0,,0.0,12780.0,1.0,0.0,0.0,1024.0,69.0,,,侯,15.0,0.0,1.0
3344,1076.0,5.0,,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,1106.0,,夏,15.0,0.0,1.0
3345,,,,0.0,12221.0,1.0,0.0,0.0,0.0,0.0,,,夏,15.0,0.0,1.0
3346,,,,0.0,100584.0,1.0,0.0,0.0,0.0,0.0,,,夏,15.0,0.0,0.0
3347,,,,0.0,12221.0,1.0,0.0,0.0,0.0,0.0,,,夏,15.0,0.0,0.0
3348,,,,0.0,12221.0,1.0,0.0,0.0,0.0,0.0,,,夏,15.0,0.0,0.0
3349,1008.0,27.0,705.0,0.0,100658.0,1.0,0.0,0.0,0.0,0.0,,,向,15.0,8.0,0.0
